8.400911046769249380e-01,5.841455523762809632e-01,9.520424767876886629e-02
8.161849068369639859e-01,6.225643836488297111e-01,9.535382494795494046e-02
7.996856701950708635e-01,6.577811212903614813e-01,1.001546911633855175e-01
7.894346013888650093e-01,6.902462538983521467e-01,1.087053641742795895e-01
7.844476071024042430e-01,7.204160036426545677e-01,1.205390216270539050e-01
7.838985720309399330e-01,7.486735629696696925e-01,1.354987605200742296e-01
7.870940258408234413e-01,7.752886815361128559e-01,1.536409291777371677e-01
7.934450664103243067e-01,8.003977508991698686e-01,1.751608355196721811e-01
8.024394903965511583e-01,8.239944465379518412e-01,2.003327866800408696e-01
8.136154891519746801e-01,8.459263431248416065e-01,2.294567823888639391e-01
8.265375324515122912e-01,8.658964021648509757e-01,2.628055978550614125e-01
8.407748592943888877e-01,8.834704773456527604e-01,3.005678803467535243e-01
8.558830978768047215e-01,8.980933789479621510e-01,3.427852944905129817e-01
8.713898224813348969e-01,9.091166617330085353e-01,3.892849081697236091e-01
8.867851833131843442e-01,9.158410086996582322e-01,4.396120036023200006e-01
9.015190046855637851e-01,9.175746630283534433e-01,4.929730695946678010e-01
9.150058072880233873e-01,9.137066238804829599e-01,5.482029325673544173e-01
9.266388801908412853e-01,9.037894348429841296e-01,6.037721546271852535e-01
9.358137597483801029e-01,8.876219984538675778e-01,6.578488263036949002e-01
9.419601718156019876e-01,8.653191878257566749e-01,7.084211028526814502e-01
9.445798676889816115e-01,8.373536440956710347e-01,7.534734354498610065e-01
9.432861372651679677e-01,8.045573667451794142e-01,7.911934571288482543e-01
9.378395746704283331e-01,7.680768603701565445e-01,8.201734964005160666e-01
9.281744139310557085e-01,7.292845571751017664e-01,8.395666473656255846e-01
9.144106639320301877e-01,6.896586213193610648e-01,8.491653102867871006e-01
8.968493363236096361e-01,6.506501748864947920e-01,8.493882179581624392e-01
8.759508141048302221e-01,6.135593541966559705e-01,8.411837664492847200e-01
8.522992012944017315e-01,5.794387915432339664e-01,8.258753664399256511e-01
8.265576327867429907e-01,5.490362373904942306e-01,8.049832113704591396e-01
7.994205641435079279e-01,5.227793368675672792e-01,7.800553390095703588e-01
7.715688428315439218e-01,5.007975539356366301e-01,7.525318405280325695e-01
7.436321353544530499e-01,4.829707793878855737e-01,7.236539793905163442e-01
7.161614593060250389e-01,4.689920523452564272e-01,6.944187835265265285e-01
6.896126504811797009e-01,4.584327541517329019e-01,6.655718701823181149e-01
6.643399965542413632e-01,4.508015487833073598e-01,6.376274510043933308e-01
6.405982026279808395e-01,4.455919830975336171e-01,6.109040707284708605e-01
6.185503758626607063e-01,4.423169939263272843e-01,5.855664378917527779e-01
5.982797169305951179e-01,4.405310056607480984e-01,5.616664420943654479e-01
5.798029276760617856e-01,4.398416972852839946e-01,5.391792369163099785e-01
5.630838144372113385e-01,4.399140248979960255e-01,5.180325295603992464e-01
5.480460563253689577e-01,4.404689886168512425e-01,4.981288068090667931e-01
5.345845355616077876e-01,4.412792171617830328e-01,4.793611648365144751e-01
5.225749582953908012e-01,4.421629251720493592e-01,4.616238432246851930e-01
5.118817243810688256e-01,4.429773095578704578e-01,4.448186735171885120e-01
5.023641479117101349e-01,4.436120537695827926e-01,4.288585500412503970e-01
4.938812075395149215e-01,4.439833164121030906e-01,4.136688643960135803e-01
4.862950369254932514e-01,4.440283836701954812e-01,3.991876292171374629e-01
4.794733677954843842e-01,4.437010401296538897e-01,3.853648367169352218e-01
4.732911243776237731e-01,4.429676422020913940e-01,3.721614346122796846e-01
4.676313456307780725e-01,4.418038412111204849e-01,3.595481716444829390e-01
4.623855874550367728e-01,4.401918881652367443e-01,3.475044790228948299e-01
4.574539326129040684e-01,4.381184490801517395e-01,3.360174785857373836e-01
4.527447146252036592e-01,4.355728640053769807e-01,3.250811686111192422e-01
4.481740417415555067e-01,4.325457892349994782e-01,3.146958025335083731e-01
4.436651914527020013e-01,4.290281711774242557e-01,3.048674630261946072e-01
4.391479313178726085e-01,4.250105087786879010e-01,2.956078211155180879e-01
4.345578116105999200e-01,4.204823705941433398e-01,2.869340623650045163e-01
4.298354655260927526e-01,4.154321413311852229e-01,2.788689658583405340e-01
4.249259463651607893e-01,4.098469813930170069e-01,2.714411143285347938e-01
4.197781255859930338e-01,4.037129916813266828e-01,2.646852226385145723e-01
4.143441727728071622e-01,3.970155846641439390e-01,2.586425592697129128e-01
4.085791357549101166e-01,3.897400710117583378e-01,2.533614458094179955e-01
4.024406396996228485e-01,3.818724799341267628e-01,2.488978100776517433e-01
3.958887230372141186e-01,3.734006390953309440e-01,2.453157582001194437e-01
3.888858310255319806e-01,3.643155476200962140e-01,2.426881361008862703e-01
3.813969891563545045e-01,3.546130811905373603e-01,2.410970216081406992e-01
3.733901818499734127e-01,3.442960724001382089e-01,2.406340888585122573e-01
3.648369649413308879e-01,3.333768084435543289e-01,2.414007544524835736e-01
3.557133430083565528e-01,3.218799829224998077e-01,2.435080000502620468e-01
3.460009444701392933e-01,3.098461227351366754e-01,2.470757321421822861e-01
3.356885263904448857e-01,2.973354858390538369e-01,2.522315126618885905e-01
3.247738381334344115e-01,2.844323824082362062e-01,2.591084608934125511e-01
3.132658623732653136e-01,2.712498071128430221e-01,2.678420993192817123e-01
3.011874372383543386e-01,2.579341872845313244e-01,2.785658985870428372e-01
2.885782361012088071e-01,2.446699341400144223e-01,2.914052716044710500e-01
2.754980434756221785e-01,2.316833454727189601e-01,3.064697953158720400e-01
2.620302131420354508e-01,2.192452482457261098e-01,3.238435147422239480e-01
2.482851253612219922e-01,2.076716085156932734e-01,3.435733007430241681e-01
2.344033777978130617e-01,1.973211954447681715e-01,3.656554541592483831e-01
2.205583531248178075e-01,1.885893130487751312e-01,3.900210238378967187e-01
2.069577102056125995e-01,1.818966634381873337e-01,4.165206923416262530e-01
1.938432735396840023e-01,1.776726273042734672e-01,4.449105174303065180e-01
1.814887487070384053e-01,1.763327226095274813e-01,4.748402839175974721e-01
1.701947250369182929e-01,1.782507164837411895e-01,5.058466136981548678e-01
1.602805359400202856e-01,1.837268407946276438e-01,5.373532095860356073e-01
1.520727825024778546e-01,1.929546488408042104e-01,5.686805148587301684e-01
1.458906780081208887e-01,2.059900895392242637e-01,5.990665295770108978e-01
1.420288196542930370e-01,2.227270928071832801e-01,6.276994475312738242e-01
1.407384951489192848e-01,2.428840725825362479e-01,6.537611748765744801e-01
1.422090968318451831e-01,2.660050556963581281e-01,6.764788317073597845e-01
1.465515417539656751e-01,2.914775581886340783e-01,6.951793487314004150e-01
1.537856832932699702e-01,3.185670230093789468e-01,7.093407407535010645e-01
1.638334781348752545e-01,3.464649833902057052e-01,7.186330530737108369e-01
1.765191259721373696e-01,3.743456847722819170e-01,7.229427310568371512e-01
1.915765881614344690e-01,4.014242609724079092e-01,7.223763092033033129e-01
2.086639498543887417e-01,4.270091670631146474e-01,7.172425575520472441e-01
